Marka,Model,Nazwa części,Cena zakupu [zł],Średnia cena rynkowa,Ilość aukcji na rynku,Popyt
Chevrolet,Orlando,Chłodnica,1189,1352,18,30
Chevrolet,Spark,Wahacz przedni,212,234,390,700
Chevrolet,Spark,Amortyzator tylni,357,385,306,590
Chevrolet,Spark,Klocki hamulcowe,76,83,555,990
Chevrolet,Spark,Maglownica,376,419,144,250
Chevrolet,Spark,Sprzęgło dwumasowe,510,542,449,310
Chevrolet,Spark,Wtrysk bezpośredni paliwa,282,300,618,1110
Chevrolet,Spark,Tarcza hamulcowa,118,132,545,710
Chevrolet,Spark,Sprężyna przednia,211,223,685,440
Chevrolet,Spark,Filtr oleju,62,81,1062,1870
Chevrolet,Spark,Chłodnica,1034,1106,7,50
Chevrolet,Tahoe,Wahacz przedni,448,465,326,670
Chevrolet,Tahoe,Amortyzator tylni,485,520,266,390
Chevrolet,Tahoe,Klocki hamulcowe,130,138,536,530
Chevrolet,Tahoe,Maglownica,349,392,264,210
Chevrolet,Tahoe,Sprzęgło dwumasowe,521,549,452,500
Chevrolet,Tahoe,Wtrysk bezpośredni paliwa,163,176,793,1220
Chevrolet,Tahoe,Tarcza hamulcowa,120,145,648,900
Chevrolet,Tahoe,Sprężyna przednia,172,192,671,650
Chevrolet,Tahoe,Filtr oleju,74,86,1340,1600
Chevrolet,Tahoe,Chłodnica,1906,1992,45,30
Chevrolet,Corvette,Wahacz przedni,528,547,358,260
Chevrolet,Corvette,Amortyzator tylni,424,442,380,520
Chevrolet,Corvette,Klocki hamulcowe,120,131,693,1170
Chevrolet,Corvette,Maglownica,253,273,119,360
Chevrolet,Corvette,Sprzęgło dwumasowe,504,549,335,430
Chevrolet,Corvette,Wtrysk bezpośredni paliwa,174,184,528,670
Chevrolet,Corvette,Tarcza hamulcowa,168,197,770,890
Chevrolet,Corvette,Sprężyna przednia,234,258,689,470
Chevrolet,Corvette,Filtr oleju,79,92,1318,1510
Chevrolet,Corvette,Chłodnica,1731,1919,11,40
